Fields,Year,ALL0-4,ALL5-14,ALL15-34,ALL0-34,ALL35-69,ALL70-79,MEDICALb,MEDICALc,NONMEDb,NONMEDc,INFECTb,INFECTc,INTESTINb,INTESTINc,PULMTBb,PULMTBc,OTHERTBb,OTHERTBc,VIRALHEPb,VIRALHEPc,SCHISTOc,ALLCAb,ALLCAc,MOUTHCAc,NASOPCAc,NPConlyc,OESOPHCAc,STOMCAc,COLRECCAc,LIVERCAb,LIVERCAc,PANCRSCAc,BLADDCAc,LARYNXCAc,BREASTCAc,CERVIXCAc,BRAINCAc,LYMPHOMAc,LEUKEMIAb,LEUKEMIAc,ENDOCRINb,ENDOCRINc,DIABETESc,MALNUTRIb,MALNUTRIc,BLOODb,BLOODc,MENTALb,MENTALc,NERVOUSb,NERVOUSc,MENINGITb,MENINGITc,EPILEPSYb,EPILEPSYc,ALLVASCb,ALLVASCc,RHEUMHDb,RHEUMHDc,HYPTENSc,IHDc,IHeartDiseaseIHDc,STROKEb,STROKEc,VASC-STRb,VASC-STRc,ALLRESPb,ALLRESPc,PNEUMONb,PNEUMONc,COPDc,DIGESTIVb,DIGESTIVc,PEPULCERc,ENTCOLc,INTESTOBc,CIRRHOSb,CIRRHOSc,TOTLIVRb,TOTLIVRc,GALLBILc,GENITURc,RENALc,ALLSKINc,MUSCSKELc,ILL-DEFb,ILL-DEFc,ACCIDENTb,ACCIDENTc,ROADACCb,ROADACCc,DROWNb,DROWNc,SUICIDEb,SUICIDEc,HOMICIDEb,HOMICIDEc,INFANT,ALLCUMa,MEDICALa,NONMEDa,RESPINFa,ALLGIa,CONGENITa,NTDa,CONGENHDa,PERINATa,LOWBTHWTa,BTHTRAUMa,RDSa,NEOTETANa,MALNUTRIa,DROWNa,Total rate
Na,-0.293904036,0.291752607,0.32876727,0.014380075,0.241765529,0.190478325,0.068261601,0.323652834,0.266584426,0.160866633,-0.005781859,0.367188781,0.369509995,-0.090813152,-0.093690604,0.361213624,0.297112375,0.298322648,0.269765705,0.177618608,0.189905018,0.181867823,-0.213989913,-0.028891774,0.054624297,-0.11687512,-0.201741397,0.100183614,-0.043076355,0.180860981,-0.186363474,-0.144775316,0.161920354,0.098359287,-0.194794655,0.014349441,0.094489738,-0.153198093,0.087999329,-0.166523769,-0.109944835,0.256206483,-0.171017617,-0.187805817,0.111778513,0.018392045,0.164253399,0.184916273,0.157865763,0.185282171,-0.030866176,-0.026538238,0.019370541,-0.102075122,0.088546075,0.106427044,0.298439533,-0.115582518,0.163094804,-0.028329998,0.065612115,-0.258747309,-0.258747309,-0.09364973,-0.111767694,0.331716925,-0.095949247,0.258620054,0.33869648,0.252165169,0.157500058,0.298024833,0.266134173,0.308248669,0.32283771,-0.118954383,0.259074092,-0.148638621,-0.103964813,-0.201631784,-0.003897746,0.385840625,0.015074453,0.26886636,0.311054736,-0.068673357,0.1512032,0.097823262,-0.016799707,0.021778034,-0.230407089,-0.056470502,0.10777837,0.294662118,0.004697497,0.196965873,-0.254598975,0.076048627,0.256828517,0.291739941,0.319747955,0.378269643,-0.111254543,0.02506014,0.026031069,-0.110560797,0.063295454,0.235071927,0.027933966,-0.204360723,-0.29856351,0.306082994,0.105866618,0.215550706,0.046769351
NIACIN,-0.113076001,0.008291246,-0.016069567,-0.244630352,-0.069826052,-0.141011983,-0.092799537,-0.068240993,-0.121382318,-0.015852788,-0.174699858,-0.043949481,-0.047049895,-0.121344581,-0.134041101,-0.007997414,-0.01640413,-0.019785373,-0.142554447,0.032972567,-0.022766205,0.108593345,-0.038967572,0.020348405,0.031669233,0.001765823,-0.210284278,-0.005106688,-0.015401766,0.102289312,0.010452406,0.148920149,0.341369599,0.143897876,-0.170868456,-0.002831735,-0.11431922,0.016525857,0.269057006,-0.172825351,0.077950366,0.085050002,-0.027944112,0.012212466,0.002923562,-0.058652058,-0.010101737,0.072227091,0.116212681,0.027171712,-0.016666528,-0.115543798,-0.102671929,-0.145177543,0.033036508,0.03049084,-0.03998981,-0.181236044,-0.163720593,-0.254370183,0.025333716,-0.101693846,-0.101693846,-0.188627884,-0.181407049,-0.00306282,-0.139701411,-0.117176853,-0.074572556,-0.119734235,-0.197029725,-0.057111304,-0.085962363,-0.08397533,-0.120437615,-0.226952299,-0.157849759,-0.048947986,0.007978266,0.098792113,0.265751809,0.17475082,-0.130140305,-0.17121391,0.03916803,-0.215028688,-0.057349645,-0.040304832,-0.054636884,-0.240641773,-0.226140842,-0.206246912,0.128912359,0.080842003,-0.195149735,0.017695609,-0.252836108,-0.225746721,-0.00572797,0.008284061,-0.057895619,0.275283188,-0.122707061,-0.159087405,0.090994023,-0.114711173,0.24707137,-0.066002391,-0.024709707,-0.114878878,-0.213934198,-0.008819314,0.006059885,0.286104321,-0.150978014
NUTS,0.001051359,-0.149740145,-0.131207898,-0.087035649,-0.191090897,-0.153525904,-0.067139074,-0.148182929,-0.131771684,-0.056506984,-0.012852412,-0.14478837,-0.14990668,-0.146597072,-0.120691925,-0.097965442,-0.099204309,-0.119395375,-0.141962409,-0.065742359,-0.027553787,-0.024658715,0.088104308,0.017546073,0.075284846,0.026826896,-0.060028914,-0.053062204,-0.033916108,-0.022829026,0.132373244,0.212642252,0.186334684,0.201613709,-0.089925878,0.089191869,-0.109039128,0.127082646,0.094529293,-0.093245253,0.124566697,-0.094066411,0.099412754,0.166009232,-0.054495428,-0.073647909,-0.031841692,-0.089080833,0.087364323,0.125418693,-0.150982901,-0.04015936,-0.152825266,-0.14478831,-0.07424327,0.044395301,-0.141293198,-0.082877584,-0.099399656,-0.127359748,-0.097901322,0.044245813,0.044245813,-0.052725758,-0.068080984,-0.137375906,-0.089047067,-0.142360523,-0.141588628,-0.148369208,-0.174189121,-0.116939582,-0.131400973,-0.131373644,-0.112099372,-0.126765087,-0.140461609,-0.076580159,-0.021452542,0.064763337,0.248904616,0.042690579,-0.14049311,-0.127642244,0.013642895,-0.112189941,-0.120052405,-0.058852229,-0.028353682,-0.091651335,0.108162999,-0.017182609,0.007747247,0.004434873,0.063391,0.114206031,-0.096218161,-0.103028558,-0.152494878,-0.149773881,-0.148200765,-0.04728594,-0.160500631,-0.150534868,0.236392513,0.11037147,0.374189675,-0.144299388,-0.086788833,-0.094505444,-0.099664718,-0.079581134,-0.04546266,0.018137287,-0.213495672
OTHCEREAL,-0.11521057,-0.036082689,-0.050409835,-0.009109179,0.006137478,0.097498439,0.057162799,0.019254265,0.076371409,-0.235450968,-0.187417701,0.039681815,-0.257551968,-0.051022027,-0.053137481,0.040065058,-0.329012483,0.183201015,0.3651281,-0.22258088,-0.098086439,-0.17680037,-0.123848997,0.116220713,0.043825619,-0.302921742,-0.318469167,0.180549741,0.100400358,-0.063416474,-0.09908206,-0.189857453,-0.023539547,-0.12556389,0.297242612,0.050839752,0.295589566,-0.042740732,-0.213170961,-0.070737466,-0.149450272,-0.166217342,0.031006249,0.090411313,-0.240283221,-0.116566576,0.113351792,0.073587239,-0.104129896,-0.182198137,0.077778876,0.146902978,0.040493663,0.129456535,0.069496602,-0.003254825,0.253982633,0.066985808,0.091254711,0.093825698,0.051421922,0.00673857,0.00673857,0.348232955,0.047093932,0.19423531,0.08572194,0.082613409,0.107277885,0.072516747,0.106483549,0.069100492,-0.056269452,0.104790315,0.057449769,-0.03296477,0.26106903,-0.036247697,0.001718362,-0.109870754,-0.185970172,-0.257972658,-0.091102056,0.077213086,-0.224853799,0.074253298,-0.138292983,-0.172257259,0.092896305,0.058213122,0.091819875,-0.014686635,-0.269188613,-0.20962207,-0.072982982,-0.212433875,0.160779044,-0.023931915,0.073516466,-0.036076859,0.003570399,-0.219838902,-0.027310219,-0.147703111,-0.016317332,0.212236539,-0.037051108,0.059687387,-0.174213305,-0.144210249,-0.084637225,0.097753704,-0.246353373,-0.314513296,0.037343659
P/S,0.319707215,-0.394358903,-0.463133901,-0.124437697,-0.364074767,0.130007744,0.267255485,-0.378268063,0.08007586,-0.247218847,-0.001869037,-0.38450247,-0.514738321,-0.09951093,-0.084676586,-0.251234531,-0.515684545,-0.291525275,-0.037379421,0.084012061,0.139143914,-0.144820333,0.062796637,0.351371557,0.229195908,-0.233527422,-0.327391565,0.265793592,0.311204791,0.079740465,-0.005141926,0.144154042,0.434960127,0.114294492,0.042555191,-0.044077467,0.113085262,0.069535978,0.182799682,0.087118149,0.284856439,-0.396454424,0.245674223,0.401103675,-0.322057664,-0.164423034,-0.261832565,-0.005441775,-0.230402663,-0.070915371,-0.006321393,0.108424515,-0.218953311,-0.164560586,0.216994137,0.25742808,-0.142380148,0.30096674,-0.114360683,-0.026252255,-0.00411652,0.393523693,0.393523693,0.035830662,0.315515041,-0.15659225,0.207235456,-0.348245859,-0.147133395,-0.346829325,-0.191516548,-0.087922819,-0.355917603,-0.197391897,-0.200799212,-0.116993465,-0.092831723,-0.108665593,-0.010210016,-0.156878397,-0.000830291,-0.016635843,-0.117134802,-0.227467343,-0.17937763,-0.207271859,-0.267115384,-0.123670802,-0.027334612,-0.086083859,-0.121213779,-0.155526951,-0.027447866,-0.044912416,-0.052434631,-0.063975878,-0.049600199,-0.05816913,-0.228047401,-0.394368112,-0.385022193,-0.291018307,-0.335513562,-0.237490222,0.125595167,0.295569211,0.138290644,-0.264934391,-0.09433195,0.038279101,0.106224291,-0.282379895,-0.316722542,0.054603823,0.051995296
PHENYLALA,-0.022758169,-0.033004146,-0.09645541,-0.080913566,-0.0306977,0.174971461,0.221286207,-0.049951036,0.123186484,-0.115550019,-0.077884503,-0.024633361,-0.207716241,0.067244492,-0.131768376,0.026880361,-0.269018829,0.082245581,0.25958395,-0.120170988,0.017325021,-0.024847079,-0.256796867,0.067250676,-0.094996341,-0.260018885,-0.409311742,0.046835318,0.165869161,0.049286127,-0.242424846,-0.166449383,0.140026271,0.034207653,0.015819836,0.00449391,0.108098999,0.008727266,-0.092126966,-0.048413783,0.032049656,-0.145773396,-0.051065683,0.043703198,-0.241776526,-0.281772226,-0.086317882,0.111590892,0.138749108,0.074138552,0.136620983,-0.111095071,-0.123841636,-0.18310909,0.175738066,-0.083549507,0.115963161,0.20565702,0.078313306,0.033337474,0.162287191,0.176719606,0.176719606,0.025394412,0.173716411,0.116010062,0.213150069,-0.02570218,0.205815747,-0.03116031,-0.054875493,0.236914292,-0.132687345,-0.007644592,0.033713851,-0.255235046,0.080580235,-0.240237772,-0.112501889,-0.403278559,-0.253644913,-0.034485761,-0.123193823,-0.097994737,-0.157244921,-0.026547385,-0.057794761,-0.049593903,-0.142540798,-0.072630815,0.21889627,0.219514117,-0.328509361,-0.095277756,-0.158537626,-0.128330961,-0.024652548,0.004911723,0.055735312,-0.033055402,-0.038970552,-0.065952636,-0.06446813,-0.112947159,0.294563651,0.281542718,0.232719451,0.013988521,0.05916376,0.051452603,-0.030180791,-0.001815936,-0.240443558,-0.258258224,0.085113309
POULTRY,0,-0.051667973,-0.029286109,-0.238649398,-0.149268284,-0.216025829,-0.096418366,-0.203784466,-0.228572398,0.058088083,-0.019817231,-0.235151127,0.104579464,-0.231689274,-0.195512071,-0.29138729,0.107904837,-0.268522322,-0.290588081,0.235330984,0.102580152,0.493453056,0.160750896,0.066905327,0.029785141,0.27408585,0.260806024,-0.043680958,-0.092887729,0.318865657,0.131006822,0.370238364,0.304198027,-0.034838501,-0.044557817,-0.019158507,-0.333518177,0.166756943,0.267932057,0.186963692,0.230802178,-0.048405517,-0.080240063,0.015240151,-0.025298078,-0.125760019,0.034471322,-0.178458691,-0.169243544,-0.066829994,-0.301667333,-0.153147593,-0.203166276,-0.088129878,-0.158522785,-0.091708429,-0.431051016,-0.303758115,-0.301290095,-0.266462743,-0.287640572,-0.130705103,-0.130705103,-0.244809061,-0.244225532,-0.40261519,-0.327807605,-0.222911224,-0.251739144,-0.205984533,-0.228070155,-0.229738832,-0.199722379,-0.19993028,-0.14710252,-0.062074739,-0.369996578,-0.1006938,-0.129458293,0.083840281,0.278763026,0.137577236,-0.122506842,-0.089376129,0.167954788,-0.170166716,-0.063903205,-0.181533769,-0.082353577,-0.043622524,-0.147319496,0.098717362,0.301273435,0.295475692,0.240094513,0.06736061,-0.048874807,-0.14247629,-0.020090999,-0.051582649,-0.091358967,0.15449442,-0.195497781,-0.224085376,0.209366277,0.01461462,0.17407462,0.053977292,0.164607421,-0.00271307,0.086509794,0.090446614,-0.012524473,0.272892654,-0.233253747
PROLINE,0.054048609,-0.126010686,-0.170381755,-0.040784635,-0.086378478,0.202149257,0.214432433,-0.067449726,0.160884544,-0.318965018,-0.142271176,-0.031492278,-0.345889956,0.266866475,-0.025912857,0.040622681,-0.412036657,0.084876418,0.389429539,-0.33250612,-0.150536418,-0.196736202,-0.311031878,0.117149457,-0.144697577,-0.445455164,-0.465416282,0.212603167,0.180018067,-0.138832614,-0.274404705,-0.275902659,-0.068939283,-0.057121798,0.017437566,-0.056504469,0.355705261,-0.071216002,-0.229019672,-0.09301573,-0.089789189,-0.244644448,0.029530967,0.121746309,-0.159291804,-0.235894635,-0.090410687,0.214934647,0.318265229,0.102193572,0.33884424,-0.059116308,0.133187413,-0.03217895,0.071320698,-0.102106832,0.258410752,0.471585006,0.171442211,0.141865596,0.40164426,0.468269736,0.468269736,0.204364941,0.364928424,0.228473693,0.545109332,0.037405767,0.045801401,0.044920817,0.001477825,0.06224069,-0.181050554,-0.04408383,-0.035084914,-0.180938795,0.157597587,-0.215026066,-0.142681465,-0.349993467,-0.398493975,-0.340440959,-0.076996535,-0.069016792,-0.412145644,-0.190396249,0.08023674,0.092832513,-0.21416159,0.010473828,0.372301489,0.201170415,-0.650756419,-0.38589564,-0.219648153,-0.308386385,0.079313852,-0.078098662,-0.06326469,-0.126079082,-0.079223387,-0.341104746,0.172816113,0.063049965,0.10262654,0.307317406,0.040668916,-0.087152325,-0.073553078,0.067692243,0.030421948,-0.071349539,-0.144625083,-0.561794221,0.094945453
PUFA,0.289018244,-0.323422581,-0.366579473,-0.149814144,-0.330552369,-0.112749949,-0.035012525,-0.333824724,-0.152236804,-0.144126043,0.016175609,-0.342820674,-0.354370207,-0.161823094,-0.129403993,-0.275649577,-0.358191848,-0.214143649,-0.251008958,0.181211218,0.153458878,0.032992359,0.111042432,0.087097622,0.114045046,0.050789751,-0.08194273,-0.114465043,0.093038566,0.145229056,0.018382624,0.219367594,0.531074822,0.126044244,0.103285193,0.116396345,-0.228425354,0.208026528,0.286283642,0.203752056,0.405439377,-0.281166792,0.175735787,0.292367399,-0.122652903,-0.061197761,-0.275540054,-0.174656481,0.031002373,0.119210668,0.055529565,-0.026667288,-0.127328798,-0.237643391,0.074442916,0.113222949,-0.285210043,0.005423903,-0.149398088,-0.09744098,-0.074987702,0.203072786,0.203072786,-0.086441211,0.013558931,-0.280949652,-0.010554646,-0.287162781,-0.053986512,-0.285234183,-0.25597176,0.02448876,-0.333710015,-0.360080093,-0.314838231,-0.164418265,-0.252375007,-0.250430554,-0.231480747,-0.140459388,0.06468191,0.226805881,-0.197082654,-0.292644292,0.059167847,-0.209764495,-0.056575734,-0.021994594,0.06358432,-0.075446561,0.086661756,0.159309089,0.30147475,0.342026502,-0.176749423,-0.07347706,0.042535607,0.113976255,-0.23007594,-0.323459625,-0.332142681,-0.139686838,-0.200443789,-0.216981351,0.242723376,0.125974536,0.288752347,-0.288779855,0.1648314,-0.135167912,-0.158956096,-0.314446032,-0.116322346,0.371178865,-0.085170105
REDMEAT,9.33E-05,0.261765867,0.455974787,-0.083184391,0.159579545,-0.245091274,-0.314345598,0.171199828,-0.247271448,0.046380453,-0.100203149,0.173235863,0.107007176,0.086331114,-0.105548963,-0.092984088,0.168797255,0.055589184,-0.137127072,-0.04642975,-0.066780083,0.195949391,0.125382736,-0.164043203,-0.228764564,0.392742813,0.391150504,-0.23998411,-0.253502071,0.01187956,0.120850869,0.168312952,-0.019719779,-0.25567162,0.046238508,0.272524357,-0.217003748,0.199440211,0.045346823,0.269301713,0.115591832,0.284896284,-0.330145955,-0.300722361,0.258492559,-0.059236638,0.123162188,-0.102251664,0.373435676,0.191204175,0.106752791,-0.273917586,0.047559533,-0.041407473,-0.105448283,-0.243019223,-0.172031015,-0.149530888,-0.097329162,-0.0671129,0.071176872,-0.076285779,-0.076285779,-0.253453851,-0.1895473,-0.116870187,-0.052710559,0.285960674,-0.117480978,0.307598442,-0.092096791,-0.109769002,0.00988148,-0.22586365,-0.214666873,-0.088569552,-0.240342364,-0.139797404,-0.259801835,0.062859535,0.028757652,0.156811148,0.019577947,0.076705843,0.094916962,0.054817054,0.324171811,0.014739227,-0.038115069,0.013956951,0.293663263,0.413722187,0.071045995,0.21201548,-0.238944352,-0.145341158,-0.048418853,0.028099924,0.12812376,0.261689872,0.221385896,0.209357977,0.317563951,0.143522307,-0.051610835,-0.197954953,-0.036011714,-0.005082298,0.185432076,-0.073500864,-0.110184222,0.023434324,0.2719163,0.118739814,-0.099468388
RETINOL,0.262535661,-0.093213223,-0.101535387,0.015098335,-0.076159284,-0.021446766,-0.067945763,-0.126795977,-0.085296944,0.137331039,0.078656107,-0.138984427,-0.032107688,0.041352086,-0.158573613,-0.163446069,-0.047748916,-0.101349942,-0.202542961,0.151714921,0.105011642,0.340787113,0.1330401,0.066390544,-0.170816436,0.071986072,0.098836236,-0.141488135,0.010072309,0.18776454,0.013529936,0.261954427,0.142472431,0.051403824,-0.045291863,0.284535408,-0.060526084,0.334355056,0.213013187,0.303171039,0.299574018,-0.122643821,-0.08582224,-0.003591241,0.058946956,-0.122156963,-0.088798136,-0.22187762,0.551409066,0.23348783,0.09933304,-0.28379637,0.062441736,-0.011738119,-0.232621461,-0.306120008,-0.278030455,0.057236366,-0.180543959,-0.037197921,0.221474871,0.030322528,0.030322528,-0.163721144,0.030449588,-0.257484108,0.090280324,-0.051540986,-0.112860493,-0.037461855,-0.187543049,-0.061364688,-0.196344137,-0.354113042,-0.313940436,-0.229643658,-0.222110644,-0.14888148,-0.236726373,-0.085361376,0.07056471,0.258543313,-0.175407588,-0.179039642,0.054757573,0.035155952,0.161434457,0.044809647,-0.102748215,0.005097126,0.175040618,0.29674381,0.035962801,0.344262362,-0.184135273,-0.127987772,0.029188491,0.020172618,-0.145185068,-0.093299679,-0.116183087,0.052521732,0.216938928,0.016309911,0.186096624,-0.003843535,0.1384978,-0.14489466,0.143210769,-0.114346139,-0.204795942,-0.221892759,0.068221025,0.109726086,0.079400763
RIBOFLAV,-0.180100664,0.057334222,0.011970849,-0.290931404,-0.007198317,0.076105438,0.000542235,-0.017909747,0.077994786,-0.11520613,-0.279340178,0.019146519,-0.104444705,-0.087496623,-0.209249586,0.03303745,-0.181991294,0.167372569,0.180832848,0.221016183,0.271788299,0.165962622,-0.190421164,0.196617723,0.009448432,-0.063570276,-0.127610788,0.167813867,0.136849195,0.261624515,-0.229145423,0.016420711,0.258132815,0.104439475,0.0822834,0.1556409,0.082056299,0.017024994,0.140136153,-0.038992282,0.064569369,-0.094008319,-0.081006125,-0.005696487,-0.254484177,-0.108780421,-0.049445957,-0.028793007,0.26171118,0.114329912,0.085077457,-0.193707645,-0.060393076,0.003089094,0.092482284,-0.174471602,0.06067729,-0.166859686,-0.069089301,-0.15428862,0.143494859,-0.195292637,-0.195292637,-0.16028744,-0.182823449,0.096598729,-0.101385139,-0.021783214,0.153855458,-0.030836251,-0.085801035,0.150498837,-0.135113895,-0.063552439,-0.075035207,-0.236791477,0.014174196,-0.299351573,-0.144241273,-0.298463255,-0.007598322,0.146137461,-0.188307211,-0.091571301,-0.048586644,-0.085639797,-0.047789335,0.069858275,-0.03726761,-0.100508772,-0.141514763,0.001837881,0.159215227,0.309908837,-0.204694852,-0.121381931,-0.159812212,-0.077492408,0.169266745,0.05727737,0.001897778,0.213893995,-0.043577708,-0.240376472,0.101771198,0.087954693,0.073526971,0.078376718,0.095561929,-0.060636282,-0.134335637,0.105603643,-0.252330005,0.253600717,0.02669264
RICE,-0.047876678,0.164268866,0.185720682,0.002363045,0.106307261,-0.154785618,-0.142613098,0.067822427,-0.13970232,0.379277647,0.164913967,0.043080967,0.399235576,-0.216889605,-0.001194966,-0.0152973,0.463201582,-0.0715506,-0.399164915,0.441481858,0.282063931,0.259006917,0.192451879,-0.139256373,0.195952803,0.450542301,0.411719799,-0.201800823,-0.165552333,0.225699678,0.15537557,0.198637798,0.050059348,0.07886634,-0.104856059,0.010014648,-0.409733117,-0.009595719,0.282747686,0.119189478,0.174573079,0.327111065,-0.104957379,-0.194782048,0.199642643,0.185234323,0.045775466,-0.130349725,-0.254263788,-0.071252652,-0.274941623,-0.040224049,-0.154872268,-0.122708447,0.004262617,0.084432334,-0.2600182,-0.406107247,-0.1418657,-0.152200058,-0.283796847,-0.446629286,-0.446629286,-0.344183296,-0.312925547,-0.201463029,-0.471449345,-0.069559544,-0.0228561,-0.075820655,-0.077458657,-0.015199847,0.181598991,0.031210342,0.039649449,0.078613766,-0.248591691,0.224873513,0.12629503,0.25344649,0.321968704,0.36899069,0.014006383,-0.014801521,0.445896864,0.160934225,0.004946841,-0.005969474,0.109737121,-0.119290605,-0.407246649,-0.184855506,0.711944461,0.420683742,0.239922613,0.381434023,-0.150655732,0.054465782,0.093473963,0.164338246,0.089199357,0.453361809,-0.19510749,-0.041393504,-0.05570168,-0.371084064,0.006424169,0.082147181,0.136315361,-0.086445458,-0.093385063,0.06221633,0.183469847,0.668990612,-0.047959223
SALTVEG,-0.032291785,0.22179015,0.185185671,0.13198477,0.21695973,0.15779461,0.064800143,0.192342624,0.142524168,0.203384876,0.121879369,0.203036472,0.152571604,0.192726076,0.087945305,0.199308127,0.156800911,0.144395992,0.090054452,0.151161209,0.142109677,0.005117349,-0.062891215,0.040919997,-0.071291044,0.016018499,-0.018320743,0.07226029,0.051398877,0.069618918,-0.088586442,-0.092245556,-0.104258046,0.152599305,0.03220797,-0.046517115,0.220549166,-0.056009486,0.059906408,-0.023685059,-0.089750722,0.107645266,-0.062538266,-0.115100741,0.000891175,0.137173787,0.090755165,-0.007482332,-0.036826797,-0.064726084,0.050012987,0.107835047,0.207142323,0.181526765,0.257370919,-0.05611296,0.193898439,-0.126423538,0.196966767,0.001655058,-0.086479358,-0.200392738,-0.200392738,0.018281564,-0.098082148,0.199083045,-0.146181434,0.115477771,0.23912999,0.119288407,0.120905869,0.249042511,0.13420026,0.193727285,0.231105417,0.159808353,0.170366868,0.152911097,0.36123541,-0.082009278,0.007343611,0.064309157,0.449344873,0.19649002,0.068575896,0.133966953,-0.063035004,0.122277796,0.239462927,0.291031331,-0.10312517,-0.053768385,0.005669343,-0.006179541,0.222634912,0.208573461,-0.052396931,0.240569293,0.284577727,0.221836939,0.196952507,0.216529533,0.087418795,0.263250321,-0.069456495,-0.02725823,-0.200922966,0.28042227,0.138624683,0.445904642,0.314092338,0.262257367,-0.004472172,-0.021684732,0.215081632
SATFA,0.156630993,0.068500541,0.102799252,0.11661683,0.072581694,-0.165803641,-0.243350357,0.050699525,-0.197374836,0.204069674,0.093496069,0.037676573,0.132915422,0.054939155,-0.026916988,-0.02289843,0.135807827,0.054942589,-0.190535545,0.017525073,-0.006501065,0.137038901,0.090553977,-0.230283514,-0.169628769,0.262611091,0.293489665,-0.342325389,-0.210644633,-0.018426454,0.042280123,0.082035407,-0.092937075,-0.048739988,0.044617135,0.217000678,-0.261445671,0.177108601,0.078052565,0.202837691,0.147556722,0.106725,-0.060454875,-0.121223547,0.26071012,0.101247892,-0.047947001,-0.22685121,0.339930832,0.148039639,0.110146895,-0.234657109,0.14185892,-0.093638867,-0.14670828,-0.214702621,-0.168597996,-0.139296502,-0.00953046,0.033939287,0.041880287,-0.106485136,-0.106485136,-0.04023876,-0.16183421,-0.168368354,-0.069521159,0.101658896,0.066829689,0.111395769,-0.020691188,0.09224809,0.020225031,-0.198268369,-0.10438545,-0.067745157,-0.168120041,-0.147342071,-0.257535011,-0.006113188,-0.026972821,0.144619495,-0.066746965,-0.089566514,0.255151153,0.06025134,0.36515519,0.188184232,0.096417569,0.023216296,0.307052642,0.367239922,0.25970003,0.316620797,-0.193965927,-0.083479971,0.090343826,0.149192378,-0.036025282,0.068463661,0.051980279,0.116132371,0.304386228,0.17417638,0.028944561,-0.242232859,0.046717908,-0.044657692,0.279144615,-0.113688827,-0.258712023,-0.112902477,0.256217837,0.255113691,0.018736791
